TRGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,WGT_TYPE,TRGT_FUND_WGT
2605,1/7/2014,2/10/2014,2030,"FIRM",0.02681
2606,1/7/2014,2/10/2014,2030,"FIRM",0.03218
2607,1/7/2014,2/10/2014,2030,"FIRM",0.03754
2608,1/7/2014,2/10/2014,2030,"FIRM",0.0429
2609,1/7/2014,2/10/2014,2030,"FIRM",0.04826
2600,2/11/2014,11/3/2014,2010,"MODEL",0.0117
2602,2/11/2014,11/3/2014,2010,"MODEL",0.01755
2603,2/11/2014,11/3/2014,2010,"MODEL",0.02048
2604,2/11/2014,11/3/2014,2010,"MODEL",0.0234
2605,2/11/2014,11/3/2014,2010,"MODEL",0.02925
2606,2/11/2014,11/3/2014,2010,"MODEL",0.0351
2607,2/11/2014,11/3/2014,2010,"MODEL",0.04095
2608,2/11/2014,11/3/2014,2010,"MODEL",0.0468
2609,2/11/2014,11/3/2014,2010,"MODEL",0.05265
2600,2/11/2014,11/3/2014,2011,"MODEL",0.04899
2602,2/11/2014,11/3/2014,2011,"MODEL",0.07349
2603,2/11/2014,11/3/2014,2011,"MODEL",0.08574
2604,2/11/2014,11/3/2014,2011,"MODEL",0.098
2605,2/11/2014,11/3/2014,2011,"MODEL",0.1225
2606,2/11/2014,11/3/2014,2011,"MODEL",0.14699
2607,2/11/2014,11/3/2014,2011,"MODEL",0.17149
2608,2/11/2014,11/3/2014,2011,"MODEL",0.196
2609,2/11/2014,11/3/2014,2011,"MODEL",0.2205
2600,2/11/2014,11/3/2014,2012,"MODEL",0.02539
2602,2/11/2014,11/3/2014,2012,"MODEL",0.03808
2603,2/11/2014,11/3/2014,2012,"MODEL",0.04443
2604,2/11/2014,11/3/2014,2012,"MODEL",0.05077
2605,2/11/2014,11/3/2014,2012,"MODEL",0.06346
2606,2/11/2014,11/3/2014,2012,"MODEL",0.07615
2607,2/11/2014,11/3/2014,2012,"MODEL",0.08884
2608,2/11/2014,11/3/2014,2012,"MODEL",0.10153
2609,2/11/2014,11/3/2014,2012,"MODEL",0.11422
2600,2/11/2014,11/3/2014,2013,"MODEL",0.03003
2602,2/11/2014,11/3/2014,2013,"MODEL",0.04505
2603,2/11/2014,11/3/2014,2013,"MODEL",0.05255
2604,2/11/2014,11/3/2014,2013,"MODEL",0.06006
2605,2/11/2014,11/3/2014,2013,"MODEL",0.07508
2606,2/11/2014,11/3/2014,2013,"MODEL",0.09009
2607,2/11/2014,11/3/2014,2013,"MODEL",0.10511
2608,2/11/2014,11/3/2014,2013,"MODEL",0.12012
2609,2/11/2014,11/3/2014,2013,"MODEL",0.13514
2600,2/11/2014,11/3/2014,2014,"MODEL",0.37263
2602,2/11/2014,11/3/2014,2014,"MODEL",0.31724
2603,2/11/2014,11/3/2014,2014,"MODEL",0.31514
2604,2/11/2014,11/3/2014,2014,"MODEL",0.28074
2605,2/11/2014,11/3/2014,2014,"MODEL",0.23198
2606,2/11/2014,11/3/2014,2014,"MODEL",0.179
2607,2/11/2014,11/3/2014,2014,"MODEL",0.132
2608,2/11/2014,11/3/2014,2014,"MODEL",0.08
2609,2/11/2014,11/3/2014,2014,"MODEL",0.035
2600,2/11/2014,11/3/2014,2015,"MODEL",0.05
2602,2/11/2014,11/3/2014,2015,"MODEL",0.05
2600,2/11/2014,11/3/2014,2017,"MODEL",0.02637
2602,2/11/2014,11/3/2014,2017,"MODEL",0.03955
2603,2/11/2014,11/3/2014,2017,"MODEL",0.04614
2604,2/11/2014,11/3/2014,2017,"MODEL",0.05273
2605,2/11/2014,11/3/2014,2017,"MODEL",0.06591
2606,2/11/2014,11/3/2014,2017,"MODEL",0.07909
2607,2/11/2014,11/3/2014,2017,"MODEL",0.09227
2608,2/11/2014,11/3/2014,2017,"MODEL",0.10545
2609,2/11/2014,11/3/2014,2017,"MODEL",0.11863
2600,2/11/2014,11/3/2014,2019,"MODEL",0.013
2602,2/11/2014,11/3/2014,2019,"MODEL",0.0195
2603,2/11/2014,11/3/2014,2019,"MODEL",0.02275
2604,2/11/2014,11/3/2014,2019,"MODEL",0.026
2605,2/11/2014,11/3/2014,2019,"MODEL",0.0325
2606,2/11/2014,11/3/2014,2019,"MODEL",0.039
2607,2/11/2014,11/3/2014,2019,"MODEL",0.0455
2608,2/11/2014,11/3/2014,2019,"MODEL",0.052
2609,2/11/2014,11/3/2014,2019,"MODEL",0.0585
2600,2/11/2014,11/3/2014,2022,"MODEL",0.01429
2602,2/11/2014,11/3/2014,2022,"MODEL",0.02144
2603,2/11/2014,11/3/2014,2022,"MODEL",0.02501
2604,2/11/2014,11/3/2014,2022,"MODEL",0.02859
2605,2/11/2014,11/3/2014,2022,"MODEL",0.03574
2606,2/11/2014,11/3/2014,2022,"MODEL",0.0429
2607,2/11/2014,11/3/2014,2022,"MODEL",0.05005
2608,2/11/2014,11/3/2014,2022,"MODEL",0.0572
2609,2/11/2014,11/3/2014,2022,"MODEL",0.06435
2600,2/11/2014,11/3/2014,2023,"MODEL",0.0195
2602,2/11/2014,11/3/2014,2023,"MODEL",0.02925
2603,2/11/2014,11/3/2014,2023,"MODEL",0.03413
2604,2/11/2014,11/3/2014,2023,"MODEL",0.039
2605,2/11/2014,11/3/2014,2023,"MODEL",0.04875
2606,2/11/2014,11/3/2014,2023,"MODEL",0.0585
2607,2/11/2014,11/3/2014,2023,"MODEL",0.06825
2608,2/11/2014,11/3/2014,2023,"MODEL",0.078
2609,2/11/2014,11/3/2014,2023,"MODEL",0.08775
2600,2/11/2014,11/3/2014,2024,"MODEL",0.142
2602,2/11/2014,11/3/2014,2024,"MODEL",0.1411
2603,2/11/2014,11/3/2014,2024,"MODEL",0.15748
2604,2/11/2014,11/3/2014,2024,"MODEL",0.16128
2605,2/11/2014,11/3/2014,2024,"MODEL",0.14062
2606,2/11/2014,11/3/2014,2024,"MODEL",0.1225
2607,2/11/2014,11/3/2014,2024,"MODEL",0.091
2608,2/11/2014,11/3/2014,2024,"MODEL",0.064
2609,2/11/2014,11/3/2014,2024,"MODEL",0.028
2600,2/11/2014,11/3/2014,2025,"MODEL",0.15537
2602,2/11/2014,11/3/2014,2025,"MODEL",0.10366
2603,2/11/2014,11/3/2014,2025,"MODEL",0.08538
2604,2/11/2014,11/3/2014,2025,"MODEL",0.06198
2605,2/11/2014,11/3/2014,2025,"MODEL",0.0324
2606,2/11/2014,11/3/2014,2025,"MODEL",0.0135
2607,2/11/2014,11/3/2014,2025,"MODEL",0.011
2602,2/11/2014,11/3/2014,2029,"MODEL",0.02
2603,2/11/2014,11/3/2014,2029,"MODEL",0.03
2604,2/11/2014,11/3/2014,2029,"MODEL",0.04
2605,2/11/2014,11/3/2014,2029,"MODEL",0.05
2606,2/11/2014,11/3/2014,2029,"MODEL",0.05
2607,2/11/2014,11/3/2014,2029,"MODEL",0.04
2608,2/11/2014,11/3/2014,2029,"MODEL",0.04
2609,2/11/2014,11/3/2014,2029,"MODEL",0.03
2600,2/11/2014,11/3/2014,2030,"MODEL",0.01073
2602,2/11/2014,11/3/2014,2030,"MODEL",0.01609
2603,2/11/2014,11/3/2014,2030,"MODEL",0.01877
2604,2/11/2014,11/3/2014,2030,"MODEL",0.02145
2605,2/11/2014,11/3/2014,2030,"MODEL",0.02681
2606,2/11/2014,11/3/2014,2030,"MODEL",0.03218
2607,2/11/2014,11/3/2014,2030,"MODEL",0.03754
2608,2/11/2014,11/3/2014,2030,"MODEL",0.0429
2609,2/11/2014,11/3/2014,2030,"MODEL",0.04826
2600,2/11/2014,11/3/2014,2032,"MODEL",0.08
2602,2/11/2014,11/3/2014,2032,"MODEL",0.068
2603,2/11/2014,11/3/2014,2032,"MODEL",0.062
2604,2/11/2014,11/3/2014,2032,"MODEL",0.056
2605,2/11/2014,11/3/2014,2032,"MODEL",0.045
2606,2/11/2014,11/3/2014,2032,"MODEL",0.035
2607,2/11/2014,11/3/2014,2032,"MODEL",0.026
2608,2/11/2014,11/3/2014,2032,"MODEL",0.016
2609,2/11/2014,11/3/2014,2032,"MODEL",0.007
2600,2/11/2014,1/19/2015,2010,"FIRM",0.0117
2601,2/11/2014,1/19/2015,2010,"FIRM",0.0117
2602,2/11/2014,1/19/2015,2010,"FIRM",0.01755
2603,2/11/2014,1/19/2015,2010,"FIRM",0.02048
2604,2/11/2014,1/19/2015,2010,"FIRM",0.0234
2605,2/11/2014,1/19/2015,2010,"FIRM",0.02925
2606,2/11/2014,1/19/2015,2010,"FIRM",0.0351
2607,2/11/2014,1/19/2015,2010,"FIRM",0.04095
2608,2/11/2014,1/19/2015,2010,"FIRM",0.0468
2609,2/11/2014,1/19/2015,2010,"FIRM",0.05265
2600,2/11/2014,1/19/2015,2011,"FIRM",0.04899
2601,2/11/2014,1/19/2015,2011,"FIRM",0.04899
2602,2/11/2014,1/19/2015,2011,"FIRM",0.07349
2603,2/11/2014,1/19/2015,2011,"FIRM",0.08574
2604,2/11/2014,1/19/2015,2011,"FIRM",0.098
2605,2/11/2014,1/19/2015,2011,"FIRM",0.1225
2606,2/11/2014,1/19/2015,2011,"FIRM",0.14699
2607,2/11/2014,1/19/2015,2011,"FIRM",0.17149
2608,2/11/2014,1/19/2015,2011,"FIRM",0.196
2609,2/11/2014,1/19/2015,2011,"FIRM",0.2205
2600,2/11/2014,1/19/2015,2012,"FIRM",0.02539
2601,2/11/2014,1/19/2015,2012,"FIRM",0.02539
2602,2/11/2014,1/19/2015,2012,"FIRM",0.03808
2603,2/11/2014,1/19/2015,2012,"FIRM",0.04443
2604,2/11/2014,1/19/2015,2012,"FIRM",0.05077
2605,2/11/2014,1/19/2015,2012,"FIRM",0.06346
2606,2/11/2014,1/19/2015,2012,"FIRM",0.07615
2607,2/11/2014,1/19/2015,2012,"FIRM",0.08884
2608,2/11/2014,1/19/2015,2012,"FIRM",0.10153
2609,2/11/2014,1/19/2015,2012,"FIRM",0.11422
2600,2/11/2014,1/19/2015,2013,"FIRM",0.03003
2601,2/11/2014,1/19/2015,2013,"FIRM",0.03003
2602,2/11/2014,1/19/2015,2013,"FIRM",0.04505
2603,2/11/2014,1/19/2015,2013,"FIRM",0.05255
2604,2/11/2014,1/19/2015,2013,"FIRM",0.06006
2605,2/11/2014,1/19/2015,2013,"FIRM",0.07508
2606,2/11/2014,1/19/2015,2013,"FIRM",0.09009
2607,2/11/2014,1/19/2015,2013,"FIRM",0.10511
2608,2/11/2014,1/19/2015,2013,"FIRM",0.12012
2609,2/11/2014,1/19/2015,2013,"FIRM",0.13514
2600,2/11/2014,1/19/2015,2014,"FIRM",0.3055
2601,2/11/2014,1/19/2015,2014,"FIRM",0.3055
2602,2/11/2014,1/19/2015,2014,"FIRM",0.3008
2603,2/11/2014,1/19/2015,2014,"FIRM",0.2961
2604,2/11/2014,1/19/2015,2014,"FIRM",0.2898
2605,2/11/2014,1/19/2015,2014,"FIRM",0.252
2606,2/11/2014,1/19/2015,2014,"FIRM",0.217
2607,2/11/2014,1/19/2015,2014,"FIRM",0.156
2608,2/11/2014,1/19/2015,2014,"FIRM",0.096
2609,2/11/2014,1/19/2015,2014,"FIRM",0.042
2600,2/11/2014,1/19/2015,2015,"FIRM",0.33
2601,2/11/2014,1/19/2015,2015,"FIRM",0.33
2602,2/11/2014,1/19/2015,2015,"FIRM",0.21
2603,2/11/2014,1/19/2015,2015,"FIRM",0.15
2604,2/11/2014,1/19/2015,2015,"FIRM",0.1
2605,2/11/2014,1/19/2015,2015,"FIRM",0.05
2606,2/11/2014,1/19/2015,2015,"FIRM",0
2607,2/11/2014,1/19/2015,2015,"FIRM",0
2608,2/11/2014,1/19/2015,2015,"FIRM",0
2609,2/11/2014,1/19/2015,2015,"FIRM",0
2600,2/11/2014,1/19/2015,2017,"FIRM",0.02637
2601,2/11/2014,1/19/2015,2017,"FIRM",0.02637
2602,2/11/2014,1/19/2015,2017,"FIRM",0.03955
2603,2/11/2014,1/19/2015,2017,"FIRM",0.04614
2604,2/11/2014,1/19/2015,2017,"FIRM",0.05273
2605,2/11/2014,1/19/2015,2017,"FIRM",0.06591
2606,2/11/2014,1/19/2015,2017,"FIRM",0.07909
2607,2/11/2014,1/19/2015,2017,"FIRM",0.09227
2608,2/11/2014,1/19/2015,2017,"FIRM",0.10545
2609,2/11/2014,1/19/2015,2017,"FIRM",0.11863
2600,2/11/2014,1/19/2015,2019,"FIRM",0.013
2601,2/11/2014,1/19/2015,2019,"FIRM",0.013
2602,2/11/2014,1/19/2015,2019,"FIRM",0.0195
2603,2/11/2014,1/19/2015,2019,"FIRM",0.02275
2604,2/11/2014,1/19/2015,2019,"FIRM",0.026
2605,2/11/2014,1/19/2015,2019,"FIRM",0.0325
2606,2/11/2014,1/19/2015,2019,"FIRM",0.039
2607,2/11/2014,1/19/2015,2019,"FIRM",0.0455
2608,2/11/2014,1/19/2015,2019,"FIRM",0.052
2609,2/11/2014,1/19/2015,2019,"FIRM",0.0585
2600,2/11/2014,1/19/2015,2022,"FIRM",0.01429
2601,2/11/2014,1/19/2015,2022,"FIRM",0.01429
2602,2/11/2014,1/19/2015,2022,"FIRM",0.02144
2603,2/11/2014,1/19/2015,2022,"FIRM",0.02501
2604,2/11/2014,1/19/2015,2022,"FIRM",0.02859
2605,2/11/2014,1/19/2015,2022,"FIRM",0.03574
2606,2/11/2014,1/19/2015,2022,"FIRM",0.0429
2607,2/11/2014,1/19/2015,2022,"FIRM",0.05005
2608,2/11/2014,1/19/2015,2022,"FIRM",0.0572
2609,2/11/2014,1/19/2015,2022,"FIRM",0.06435
2600,2/11/2014,1/19/2015,2023,"FIRM",0.0195
2601,2/11/2014,1/19/2015,2023,"FIRM",0.0195
2602,2/11/2014,1/19/2015,2023,"FIRM",0.02925
2603,2/11/2014,1/19/2015,2023,"FIRM",0.03413
2604,2/11/2014,1/19/2015,2023,"FIRM",0.039
2605,2/11/2014,1/19/2015,2023,"FIRM",0.04875
2606,2/11/2014,1/19/2015,2023,"FIRM",0.0585
2607,2/11/2014,1/19/2015,2023,"FIRM",0.06825
2608,2/11/2014,1/19/2015,2023,"FIRM",0.078
2609,2/11/2014,1/19/2015,2023,"FIRM",0.08775
2600,2/11/2014,1/19/2015,2024,"FIRM",0.0235
2601,2/11/2014,1/19/2015,2024,"FIRM",0.0235
2602,2/11/2014,1/19/2015,2024,"FIRM",0.0564
2603,2/11/2014,1/19/2015,2024,"FIRM",0.0799
2604,2/11/2014,1/19/2015,2024,"FIRM",0.092
2605,2/11/2014,1/19/2015,2024,"FIRM",0.1
2606,2/11/2014,1/19/2015,2024,"FIRM",0.105
2607,2/11/2014,1/19/2015,2024,"FIRM",0.091
2608,2/11/2014,1/19/2015,2024,"FIRM",0.064
2609,2/11/2014,1/19/2015,2024,"FIRM",0.028
2600,2/11/2014,1/19/2015,2025,"FIRM",0.141
2601,2/11/2014,1/19/2015,2025,"FIRM",0.141
2602,2/11/2014,1/19/2015,2025,"FIRM",0.1128
2603,2/11/2014,1/19/2015,2025,"FIRM",0.094
2604,2/11/2014,1/19/2015,2025,"FIRM",0.0782
2605,2/11/2014,1/19/2015,2025,"FIRM",0.048
2606,2/11/2014,1/19/2015,2025,"FIRM",0.028
2607,2/11/2014,1/19/2015,2025,"FIRM",0.013
2608,2/11/2014,1/19/2015,2025,"FIRM",0
2609,2/11/2014,1/19/2015,2025,"FIRM",0
2600,2/11/2014,1/19/2015,2027,"FIRM",0
2601,2/11/2014,1/19/2015,2027,"FIRM",0
2602,2/11/2014,1/19/2015,2027,"FIRM",0
2603,2/11/2014,1/19/2015,2027,"FIRM",0
2604,2/11/2014,1/19/2015,2027,"FIRM",0
2605,2/11/2014,1/19/2015,2027,"FIRM",0
2606,2/11/2014,1/19/2015,2027,"FIRM",0
2607,2/11/2014,1/19/2015,2027,"FIRM",0
2608,2/11/2014,1/19/2015,2027,"FIRM",0
2609,2/11/2014,1/19/2015,2027,"FIRM",0
2600,2/11/2014,1/19/2015,2029,"FIRM",0
2601,2/11/2014,1/19/2015,2029,"FIRM",0
2602,2/11/2014,1/19/2015,2029,"FIRM",0.02
2603,2/11/2014,1/19/2015,2029,"FIRM",0.03
2604,2/11/2014,1/19/2015,2029,"FIRM",0.04
2605,2/11/2014,1/19/2015,2029,"FIRM",0.05
2606,2/11/2014,1/19/2015,2029,"FIRM",0.05
2607,2/11/2014,1/19/2015,2029,"FIRM",0.04
2608,2/11/2014,1/19/2015,2029,"FIRM",0.04
2609,2/11/2014,1/19/2015,2029,"FIRM",0.03
2600,2/11/2014,1/19/2015,2030,"FIRM",0.01073
2601,2/11/2014,1/19/2015,2030,"FIRM",0.01073
2602,2/11/2014,1/19/2015,2030,"FIRM",0.01609
2603,2/11/2014,1/19/2015,2030,"FIRM",0.01877
2604,2/11/2014,1/19/2015,2030,"FIRM",0.02145
2605,2/11/2014,1/19/2015,2030,"FIRM",0.02681
2606,2/11/2014,1/19/2015,2030,"FIRM",0.03218
2607,2/11/2014,1/19/2015,2030,"FIRM",0.03754
2608,2/11/2014,1/19/2015,2030,"FIRM",0.0429
2609,2/11/2014,1/19/2015,2030,"FIRM",0.04826
2601,2/11/2014,1/31/2015,2010,"MODEL",0.0117
2601,2/11/2014,1/31/2015,2011,"MODEL",0.04899
2601,2/11/2014,1/31/2015,2012,"MODEL",0.02539
2601,2/11/2014,1/31/2015,2013,"MODEL",0.03003
2601,2/11/2014,1/31/2015,2014,"MODEL",0.37263
2601,2/11/2014,1/31/2015,2015,"MODEL",0.05
2601,2/11/2014,1/31/2015,2017,"MODEL",0.02637
2601,2/11/2014,1/31/2015,2019,"MODEL",0.013
2601,2/11/2014,1/31/2015,2022,"MODEL",0.01429
2601,2/11/2014,1/31/2015,2023,"MODEL",0.0195
2601,2/11/2014,1/31/2015,2024,"MODEL",0.142
2601,2/11/2014,1/31/2015,2025,"MODEL",0.15537
2601,2/11/2014,1/31/2015,2030,"MODEL",0.01073
2601,2/11/2014,1/31/2015,2032,"MODEL",0.08
2610,11/1/2014,1/19/2015,2010,"FIRM",0.05265
2610,11/1/2014,1/19/2015,2011,"FIRM",0.2205
2610,11/1/2014,1/19/2015,2012,"FIRM",0.11422
2610,11/1/2014,1/19/2015,2013,"FIRM",0.13514
2610,11/1/2014,1/19/2015,2014,"FIRM",0.042
2610,11/1/2014,1/19/2015,2015,"FIRM",0
2610,11/1/2014,1/19/2015,2017,"FIRM",0.11863
2610,11/1/2014,1/19/2015,2019,"FIRM",0.0585
2610,11/1/2014,1/19/2015,2022,"FIRM",0.06435
2610,11/1/2014,1/19/2015,2023,"FIRM",0.08775
2610,11/1/2014,1/19/2015,2024,"FIRM",0.028
2610,11/1/2014,1/19/2015,2025,"FIRM",0
2610,11/1/2014,1/19/2015,2027,"FIRM",0
2610,11/1/2014,1/19/2015,2029,"FIRM",0.03
2610,11/1/2014,1/19/2015,2030,"FIRM",0.04826
2610,11/3/2014,1/16/2015,2010,"MODEL",0.05265
2610,11/3/2014,1/16/2015,2011,"MODEL",0.2205
2610,11/3/2014,1/16/2015,2012,"MODEL",0.11422
2610,11/3/2014,1/16/2015,2013,"MODEL",0.13514
2610,11/3/2014,1/16/2015,2014,"MODEL",0.035
2610,11/3/2014,1/16/2015,2017,"MODEL",0.11863
2610,11/3/2014,1/16/2015,2019,"MODEL",0.0585
2610,11/3/2014,1/16/2015,2022,"MODEL",0.06435
2610,11/3/2014,1/16/2015,2023,"MODEL",0.08775
2610,11/3/2014,1/16/2015,2024,"MODEL",0.028
2610,11/3/2014,1/16/2015,2029,"MODEL",0.03
2610,11/3/2014,1/16/2015,2030,"MODEL",0.04826
2610,11/3/2014,1/16/2015,2032,"MODEL",0.007
2600,11/4/2014,1/16/2015,2010,"MODEL",0.0117
2602,11/4/2014,1/16/2015,2010,"MODEL",0.01755
2603,11/4/2014,1/16/2015,2010,"MODEL",0.02048
2604,11/4/2014,1/16/2015,2010,"MODEL",0.0234
2605,11/4/2014,1/16/2015,2010,"MODEL",0.02925
2606,11/4/2014,1/16/2015,2010,"MODEL",0.0351
2607,11/4/2014,1/16/2015,2010,"MODEL",0.04095
2608,11/4/2014,1/16/2015,2010,"MODEL",0.0468
2609,11/4/2014,1/16/2015,2010,"MODEL",0.05265
2600,11/4/2014,1/16/2015,2011,"MODEL",0.04899
2602,11/4/2014,1/16/2015,2011,"MODEL",0.07349
2603,11/4/2014,1/16/2015,2011,"MODEL",0.08574
2604,11/4/2014,1/16/2015,2011,"MODEL",0.098
2605,11/4/2014,1/16/2015,2011,"MODEL",0.1225
2606,11/4/2014,1/16/2015,2011,"MODEL",0.14699
2607,11/4/2014,1/16/2015,2011,"MODEL",0.17149
2608,11/4/2014,1/16/2015,2011,"MODEL",0.196
2609,11/4/2014,1/16/2015,2011,"MODEL",0.2205
2600,11/4/2014,1/16/2015,2012,"MODEL",0.02539
2602,11/4/2014,1/16/2015,2012,"MODEL",0.03808
2603,11/4/2014,1/16/2015,2012,"MODEL",0.04443
2604,11/4/2014,1/16/2015,2012,"MODEL",0.05077
2605,11/4/2014,1/16/2015,2012,"MODEL",0.06346
2606,11/4/2014,1/16/2015,2012,"MODEL",0.07615
2607,11/4/2014,1/16/2015,2012,"MODEL",0.08884
2608,11/4/2014,1/16/2015,2012,"MODEL",0.10153
2609,11/4/2014,1/16/2015,2012,"MODEL",0.11422
2600,11/4/2014,1/16/2015,2013,"MODEL",0.03003
2602,11/4/2014,1/16/2015,2013,"MODEL",0.04505
2603,11/4/2014,1/16/2015,2013,"MODEL",0.05255
2604,11/4/2014,1/16/2015,2013,"MODEL",0.06006
2605,11/4/2014,1/16/2015,2013,"MODEL",0.07508
2606,11/4/2014,1/16/2015,2013,"MODEL",0.09009
2607,11/4/2014,1/16/2015,2013,"MODEL",0.10511
2608,11/4/2014,1/16/2015,2013,"MODEL",0.12012
2609,11/4/2014,1/16/2015,2013,"MODEL",0.13514
2600,11/4/2014,1/16/2015,2014,"MODEL",0.37263
2602,11/4/2014,1/16/2015,2014,"MODEL",0.31724
2603,11/4/2014,1/16/2015,2014,"MODEL",0.31514
2604,11/4/2014,1/16/2015,2014,"MODEL",0.28074
2605,11/4/2014,1/16/2015,2014,"MODEL",0.23198
2606,11/4/2014,1/16/2015,2014,"MODEL",0.179
2607,11/4/2014,1/16/2015,2014,"MODEL",0.132
2608,11/4/2014,1/16/2015,2014,"MODEL",0.08
2609,11/4/2014,1/16/2015,2014,"MODEL",0.035
2600,11/4/2014,1/16/2015,2015,"MODEL",0.05
2602,11/4/2014,1/16/2015,2015,"MODEL",0.05
2600,11/4/2014,1/16/2015,2017,"MODEL",0.02637
2602,11/4/2014,1/16/2015,2017,"MODEL",0.03955
2603,11/4/2014,1/16/2015,2017,"MODEL",0.04614
2604,11/4/2014,1/16/2015,2017,"MODEL",0.05273
2605,11/4/2014,1/16/2015,2017,"MODEL",0.06591
2606,11/4/2014,1/16/2015,2017,"MODEL",0.07909
2607,11/4/2014,1/16/2015,2017,"MODEL",0.09227
2608,11/4/2014,1/16/2015,2017,"MODEL",0.10545
2609,11/4/2014,1/16/2015,2017,"MODEL",0.11863
2600,11/4/2014,1/16/2015,2019,"MODEL",0.013
2602,11/4/2014,1/16/2015,2019,"MODEL",0.0195
2603,11/4/2014,1/16/2015,2019,"MODEL",0.02275
2604,11/4/2014,1/16/2015,2019,"MODEL",0.026
2605,11/4/2014,1/16/2015,2019,"MODEL",0.0325
2606,11/4/2014,1/16/2015,2019,"MODEL",0.039
2607,11/4/2014,1/16/2015,2019,"MODEL",0.0455
2608,11/4/2014,1/16/2015,2019,"MODEL",0.052
2609,11/4/2014,1/16/2015,2019,"MODEL",0.0585
2600,11/4/2014,1/16/2015,2022,"MODEL",0.01429
2602,11/4/2014,1/16/2015,2022,"MODEL",0.02144
2603,11/4/2014,1/16/2015,2022,"MODEL",0.02501
2604,11/4/2014,1/16/2015,2022,"MODEL",0.02859
2605,11/4/2014,1/16/2015,2022,"MODEL",0.03574
2606,11/4/2014,1/16/2015,2022,"MODEL",0.0429
2607,11/4/2014,1/16/2015,2022,"MODEL",0.05005
2608,11/4/2014,1/16/2015,2022,"MODEL",0.0572
2609,11/4/2014,1/16/2015,2022,"MODEL",0.06435
2600,11/4/2014,1/16/2015,2023,"MODEL",0.0195
2602,11/4/2014,1/16/2015,2023,"MODEL",0.02925
2603,11/4/2014,1/16/2015,2023,"MODEL",0.03413
2604,11/4/2014,1/16/2015,2023,"MODEL",0.039
2605,11/4/2014,1/16/2015,2023,"MODEL",0.04875
2606,11/4/2014,1/16/2015,2023,"MODEL",0.0585
2607,11/4/2014,1/16/2015,2023,"MODEL",0.06825
2608,11/4/2014,1/16/2015,2023,"MODEL",0.078
2609,11/4/2014,1/16/2015,2023,"MODEL",0.08775
2600,11/4/2014,1/16/2015,2024,"MODEL",0.142
2602,11/4/2014,1/16/2015,2024,"MODEL",0.1411
2603,11/4/2014,1/16/2015,2024,"MODEL",0.15748
2604,11/4/2014,1/16/2015,2024,"MODEL",0.16128
2605,11/4/2014,1/16/2015,2024,"MODEL",0.14062
2606,11/4/2014,1/16/2015,2024,"MODEL",0.1225
2607,11/4/2014,1/16/2015,2024,"MODEL",0.091
2608,11/4/2014,1/16/2015,2024,"MODEL",0.064
2609,11/4/2014,1/16/2015,2024,"MODEL",0.028
2600,11/4/2014,1/16/2015,2025,"MODEL",0.15537
2602,11/4/2014,1/16/2015,2025,"MODEL",0.10366
2603,11/4/2014,1/16/2015,2025,"MODEL",0.08538
2604,11/4/2014,1/16/2015,2025,"MODEL",0.06198
2605,11/4/2014,1/16/2015,2025,"MODEL",0.0324
2606,11/4/2014,1/16/2015,2025,"MODEL",0.0135
2607,11/4/2014,1/16/2015,2025,"MODEL",0.011
2602,11/4/2014,1/16/2015,2029,"MODEL",0.02
2603,11/4/2014,1/16/2015,2029,"MODEL",0.03
2604,11/4/2014,1/16/2015,2029,"MODEL",0.04
2605,11/4/2014,1/16/2015,2029,"MODEL",0.05
2606,11/4/2014,1/16/2015,2029,"MODEL",0.05
2607,11/4/2014,1/16/2015,2029,"MODEL",0.04
2608,11/4/2014,1/16/2015,2029,"MODEL",0.04
2609,11/4/2014,1/16/2015,2029,"MODEL",0.03
2600,11/4/2014,1/16/2015,2030,"MODEL",0.01073
2602,11/4/2014,1/16/2015,2030,"MODEL",0.01609
2603,11/4/2014,1/16/2015,2030,"MODEL",0.01877
2604,11/4/2014,1/16/2015,2030,"MODEL",0.02145
2605,11/4/2014,1/16/2015,2030,"MODEL",0.02681
2606,11/4/2014,1/16/2015,2030,"MODEL",0.03218
2607,11/4/2014,1/16/2015,2030,"MODEL",0.03754
2608,11/4/2014,1/16/2015,2030,"MODEL",0.0429
2609,11/4/2014,1/16/2015,2030,"MODEL",0.04826
2600,11/4/2014,1/16/2015,2032,"MODEL",0.08
2602,11/4/2014,1/16/2015,2032,"MODEL",0.068
2603,11/4/2014,1/16/2015,2032,"MODEL",0.062
2604,11/4/2014,1/16/2015,2032,"MODEL",0.056
2605,11/4/2014,1/16/2015,2032,"MODEL",0.045
2606,11/4/2014,1/16/2015,2032,"MODEL",0.035
2607,11/4/2014,1/16/2015,2032,"MODEL",0.026
2608,11/4/2014,1/16/2015,2032,"MODEL",0.016
2609,11/4/2014,1/16/2015,2032,"MODEL",0.007
2600,1/17/2015,1/5/2016,2010,"MODEL",0.0117
2602,1/17/2015,1/5/2016,2010,"MODEL",0.01638
2603,1/17/2015,1/5/2016,2010,"MODEL",0.01989
2604,1/17/2015,1/5/2016,2010,"MODEL",0.02282
2605,1/17/2015,1/5/2016,2010,"MODEL",0.02808
2606,1/17/2015,1/5/2016,2010,"MODEL",0.03393
2607,1/17/2015,1/5/2016,2010,"MODEL",0.03978
2608,1/17/2015,1/5/2016,2010,"MODEL",0.04563
