TRGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,WGT_TYPE,TRGT_FUND_WGT
2605,11/8/2011,12/31/2011,2024,"FIRM",0.103
2605,11/8/2011,12/31/2011,2024,"MODEL",0.11025
2606,11/8/2011,12/31/2011,2024,"MODEL",0.0966
2606,11/8/2011,12/31/2011,2024,"FIRM",0.0966
2607,11/8/2011,12/31/2011,2024,"FIRM",0.0748
2607,11/8/2011,12/31/2011,2024,"MODEL",0.0748
2608,11/8/2011,12/31/2011,2024,"FIRM",0.0424
2608,11/8/2011,12/31/2011,2024,"MODEL",0.0424
2609,11/8/2011,12/31/2011,2024,"FIRM",0.028
2609,11/8/2011,12/31/2011,2024,"MODEL",0.028
2600,11/8/2011,12/31/2011,2025,"FIRM",0.141
2600,11/8/2011,12/31/2011,2025,"MODEL",0.20463
2601,11/8/2011,12/31/2011,2025,"FIRM",0.12408
2601,11/8/2011,12/31/2011,2025,"MODEL",0.16742
2602,11/8/2011,12/31/2011,2025,"MODEL",0.12839
2602,11/8/2011,12/31/2011,2025,"FIRM",0.10152
2603,11/8/2011,12/31/2011,2025,"FIRM",0.08452
2603,11/8/2011,12/31/2011,2025,"MODEL",0.10198
2604,11/8/2011,12/31/2011,2025,"MODEL",0.06813
2604,11/8/2011,12/31/2011,2025,"FIRM",0.06008
2605,11/8/2011,12/31/2011,2025,"MODEL",0.03804
2605,11/8/2011,12/31/2011,2025,"FIRM",0.036
2606,11/8/2011,12/31/2011,2025,"FIRM",0.019
2606,11/8/2011,12/31/2011,2025,"MODEL",0.019
2607,11/8/2011,12/31/2011,2025,"FIRM",0.0052
2607,11/8/2011,12/31/2011,2025,"MODEL",0.0052
2600,11/8/2011,12/31/2011,2027,"MODEL",0.01073
2600,11/8/2011,12/31/2011,2027,"FIRM",0.01073
2601,11/8/2011,12/31/2011,2027,"FIRM",0.01395
2601,11/8/2011,12/31/2011,2027,"MODEL",0.01395
2602,11/8/2011,12/31/2011,2027,"MODEL",0.0177
2602,11/8/2011,12/31/2011,2027,"FIRM",0.0177
2603,11/8/2011,12/31/2011,2027,"FIRM",0.02038
2603,11/8/2011,12/31/2011,2027,"MODEL",0.02038
2604,11/8/2011,12/31/2011,2027,"MODEL",0.02467
2604,11/8/2011,12/31/2011,2027,"FIRM",0.02467
2605,11/8/2011,12/31/2011,2027,"MODEL",0.03003
2605,11/8/2011,12/31/2011,2027,"FIRM",0.03003
2606,11/8/2011,12/31/2011,2027,"FIRM",0.0354
2606,11/8/2011,12/31/2011,2027,"MODEL",0.0354
2607,11/8/2011,12/31/2011,2027,"MODEL",0.04076
2607,11/8/2011,12/31/2011,2027,"FIRM",0.04076
2608,11/8/2011,12/31/2011,2027,"MODEL",0.04612
2608,11/8/2011,12/31/2011,2027,"FIRM",0.04612
2609,11/8/2011,12/31/2011,2027,"MODEL",0.04826
2609,11/8/2011,12/31/2011,2027,"FIRM",0.04826
2600,11/8/2011,12/31/2011,2029,"FIRM",0
2601,11/8/2011,12/31/2011,2029,"MODEL",0.012
2601,11/8/2011,12/31/2011,2029,"FIRM",0.012
2602,11/8/2011,12/31/2011,2029,"FIRM",0.026
2602,11/8/2011,12/31/2011,2029,"MODEL",0.026
2603,11/8/2011,12/31/2011,2029,"MODEL",0.036
2603,11/8/2011,12/31/2011,2029,"FIRM",0.036
2604,11/8/2011,12/31/2011,2029,"MODEL",0.046
2604,11/8/2011,12/31/2011,2029,"FIRM",0.046
2605,11/8/2011,12/31/2011,2029,"FIRM",0.05
2605,11/8/2011,12/31/2011,2029,"MODEL",0.05
2606,11/8/2011,12/31/2011,2029,"MODEL",0.044
2606,11/8/2011,12/31/2011,2029,"FIRM",0.044
2607,11/8/2011,12/31/2011,2029,"MODEL",0.04
2607,11/8/2011,12/31/2011,2029,"FIRM",0.04
2608,11/8/2011,12/31/2011,2029,"MODEL",0.034
2608,11/8/2011,12/31/2011,2029,"FIRM",0.034
2609,11/8/2011,12/31/2011,2029,"MODEL",0.03
2609,11/8/2011,12/31/2011,2029,"FIRM",0.03
2600,11/8/2011,12/31/2011,2030,"FIRM",0.01073
2600,11/8/2011,12/31/2011,2030,"MODEL",0.01073
2601,11/8/2011,12/31/2011,2030,"FIRM",0.01395
2601,11/8/2011,12/31/2011,2030,"MODEL",0.01395
2602,11/8/2011,12/31/2011,2030,"FIRM",0.0177
2602,11/8/2011,12/31/2011,2030,"MODEL",0.0177
2603,11/8/2011,12/31/2011,2030,"MODEL",0.02038
2603,11/8/2011,12/31/2011,2030,"FIRM",0.02038
2604,11/8/2011,12/31/2011,2030,"FIRM",0.02467
2604,11/8/2011,12/31/2011,2030,"MODEL",0.02467
2605,11/8/2011,12/31/2011,2030,"FIRM",0.03003
2605,11/8/2011,12/31/2011,2030,"MODEL",0.03003
2606,11/8/2011,12/31/2011,2030,"MODEL",0.0354
2606,11/8/2011,12/31/2011,2030,"FIRM",0.0354
2607,11/8/2011,12/31/2011,2030,"MODEL",0.04076
2607,11/8/2011,12/31/2011,2030,"FIRM",0.04076
2608,11/8/2011,12/31/2011,2030,"MODEL",0.04612
2608,11/8/2011,12/31/2011,2030,"FIRM",0.04612
2609,11/8/2011,12/31/2011,2030,"FIRM",0.04826
2609,11/8/2011,12/31/2011,2030,"MODEL",0.04826
2600,1/1/2012,12/31/2012,2010,"FIRM",0.0104
2600,1/1/2012,12/31/2012,2010,"MODEL",0.0104
2601,1/1/2012,12/31/2012,2010,"MODEL",0.01248
2601,1/1/2012,12/31/2012,2010,"FIRM",0.01248
2602,1/1/2012,12/31/2012,2010,"MODEL",0.01664
2602,1/1/2012,12/31/2012,2010,"FIRM",0.01664
2603,1/1/2012,12/31/2012,2010,"MODEL",0.01924
2603,1/1/2012,12/31/2012,2010,"FIRM",0.01924
2604,1/1/2012,12/31/2012,2010,"MODEL",0.02288
2604,1/1/2012,12/31/2012,2010,"FIRM",0.02288
2605,1/1/2012,12/31/2012,2010,"FIRM",0.02808
2605,1/1/2012,12/31/2012,2010,"MODEL",0.02808
2606,1/1/2012,12/31/2012,2010,"MODEL",0.03328
2606,1/1/2012,12/31/2012,2010,"FIRM",0.03328
2607,1/1/2012,12/31/2012,2010,"FIRM",0.03848
2607,1/1/2012,12/31/2012,2010,"MODEL",0.03848
2608,1/1/2012,12/31/2012,2010,"MODEL",0.04368
2608,1/1/2012,12/31/2012,2010,"FIRM",0.04368
2609,1/1/2012,12/31/2012,2010,"FIRM",0.0468
2609,1/1/2012,12/31/2012,2010,"MODEL",0.0468
2600,1/1/2012,12/31/2012,2011,"FIRM",0.04899
2600,1/1/2012,12/31/2012,2011,"MODEL",0.04899
2601,1/1/2012,12/31/2012,2011,"MODEL",0.05879
2601,1/1/2012,12/31/2012,2011,"FIRM",0.05879
2602,1/1/2012,12/31/2012,2011,"FIRM",0.07839
2602,1/1/2012,12/31/2012,2011,"MODEL",0.07839
2603,1/1/2012,12/31/2012,2011,"FIRM",0.09065
2603,1/1/2012,12/31/2012,2011,"MODEL",0.09065
2604,1/1/2012,12/31/2012,2011,"FIRM",0.1078
2604,1/1/2012,12/31/2012,2011,"MODEL",0.1078
2605,1/1/2012,12/31/2012,2011,"FIRM",0.1323
2605,1/1/2012,12/31/2012,2011,"MODEL",0.1323
2606,1/1/2012,12/31/2012,2011,"MODEL",0.15679
2606,1/1/2012,12/31/2012,2011,"FIRM",0.15679
2607,1/1/2012,12/31/2012,2011,"MODEL",0.18131
2607,1/1/2012,12/31/2012,2011,"FIRM",0.18131
2608,1/1/2012,12/31/2012,2011,"FIRM",0.20581
2608,1/1/2012,12/31/2012,2011,"MODEL",0.20581
2609,1/1/2012,12/31/2012,2011,"MODEL",0.2205
2609,1/1/2012,12/31/2012,2011,"FIRM",0.2205
2600,1/1/2012,12/31/2012,2012,"FIRM",0.02002
2600,1/1/2012,12/31/2012,2012,"MODEL",0.02002
2601,1/1/2012,12/31/2012,2012,"MODEL",0.02402
2601,1/1/2012,12/31/2012,2012,"FIRM",0.02402
2602,1/1/2012,12/31/2012,2012,"FIRM",0.03203
2602,1/1/2012,12/31/2012,2012,"MODEL",0.03203
2603,1/1/2012,12/31/2012,2012,"MODEL",0.03704
2603,1/1/2012,12/31/2012,2012,"FIRM",0.03704
2604,1/1/2012,12/31/2012,2012,"FIRM",0.04404
2604,1/1/2012,12/31/2012,2012,"MODEL",0.04404
2605,1/1/2012,12/31/2012,2012,"FIRM",0.05405
2605,1/1/2012,12/31/2012,2012,"MODEL",0.05405
2606,1/1/2012,12/31/2012,2012,"FIRM",0.06406
2606,1/1/2012,12/31/2012,2012,"MODEL",0.06406
2607,1/1/2012,12/31/2012,2012,"FIRM",0.07407
2607,1/1/2012,12/31/2012,2012,"MODEL",0.07407
2608,1/1/2012,12/31/2012,2012,"FIRM",0.08408
2608,1/1/2012,12/31/2012,2012,"MODEL",0.08408
2609,1/1/2012,12/31/2012,2012,"FIRM",0.09009
2609,1/1/2012,12/31/2012,2012,"MODEL",0.09009
2600,1/1/2012,12/31/2012,2013,"FIRM",0.03003
2600,1/1/2012,12/31/2012,2013,"MODEL",0.03003
2601,1/1/2012,12/31/2012,2013,"MODEL",0.03604
2601,1/1/2012,12/31/2012,2013,"FIRM",0.03604
2602,1/1/2012,12/31/2012,2013,"MODEL",0.04805
2602,1/1/2012,12/31/2012,2013,"FIRM",0.04805
2603,1/1/2012,12/31/2012,2013,"FIRM",0.05556
2603,1/1/2012,12/31/2012,2013,"MODEL",0.05556
2604,1/1/2012,12/31/2012,2013,"MODEL",0.06607
2604,1/1/2012,12/31/2012,2013,"FIRM",0.06607
2605,1/1/2012,12/31/2012,2013,"MODEL",0.08108
2605,1/1/2012,12/31/2012,2013,"FIRM",0.08108
2606,1/1/2012,12/31/2012,2013,"FIRM",0.0961
2606,1/1/2012,12/31/2012,2013,"MODEL",0.0961
2607,1/1/2012,12/31/2012,2013,"FIRM",0.11111
2607,1/1/2012,12/31/2012,2013,"MODEL",0.11111
2608,1/1/2012,12/31/2012,2013,"MODEL",0.12613
2608,1/1/2012,12/31/2012,2013,"FIRM",0.12613
2609,1/1/2012,12/31/2012,2013,"MODEL",0.13514
2609,1/1/2012,12/31/2012,2013,"FIRM",0.13514
2600,1/1/2012,12/31/2012,2014,"FIRM",0.3055
2600,1/1/2012,12/31/2012,2014,"MODEL",0.44337
2601,1/1/2012,12/31/2012,2014,"MODEL",0.41815
2601,1/1/2012,12/31/2012,2014,"FIRM",0.30363
2602,1/1/2012,12/31/2012,2014,"FIRM",0.29893
2602,1/1/2012,12/31/2012,2014,"MODEL",0.37803
2603,1/1/2012,12/31/2012,2014,"MODEL",0.35917
2603,1/1/2012,12/31/2012,2014,"FIRM",0.29357
2604,1/1/2012,12/31/2012,2014,"FIRM",0.27469
2604,1/1/2012,12/31/2012,2014,"MODEL",0.31314
2605,1/1/2012,12/31/2012,2014,"FIRM",0.238
2605,1/1/2012,12/31/2012,2014,"MODEL",0.25407
2606,1/1/2012,12/31/2012,2014,"FIRM",0.19261
2606,1/1/2012,12/31/2012,2014,"MODEL",0.19261
2607,1/1/2012,12/31/2012,2014,"MODEL",0.132
2607,1/1/2012,12/31/2012,2014,"FIRM",0.132
2608,1/1/2012,12/31/2012,2014,"MODEL",0.0744
2608,1/1/2012,12/31/2012,2014,"FIRM",0.0744
2609,1/1/2012,12/31/2012,2014,"MODEL",0.042
2609,1/1/2012,12/31/2012,2014,"FIRM",0.042
2600,1/1/2012,12/31/2012,2015,"MODEL",0.05
2600,1/1/2012,12/31/2012,2015,"FIRM",0.33
2601,1/1/2012,12/31/2012,2015,"MODEL",0.05
2601,1/1/2012,12/31/2012,2015,"FIRM",0.282
2602,1/1/2012,12/31/2012,2015,"MODEL",0.03
2602,1/1/2012,12/31/2012,2015,"FIRM",0.186
2603,1/1/2012,12/31/2012,2015,"FIRM",0.13
2604,1/1/2012,12/31/2012,2015,"FIRM",0.08
2605,1/1/2012,12/31/2012,2015,"FIRM",0.03
2606,1/1/2012,12/31/2012,2015,"FIRM",0
2607,1/1/2012,12/31/2012,2015,"FIRM",0
2608,1/1/2012,12/31/2012,2015,"FIRM",0
2609,1/1/2012,12/31/2012,2015,"FIRM",0
2600,1/1/2012,12/31/2012,2017,"MODEL",0.021
2600,1/1/2012,12/31/2012,2017,"FIRM",0.021
2601,1/1/2012,12/31/2012,2017,"MODEL",0.0252
2601,1/1/2012,12/31/2012,2017,"FIRM",0.0252
2602,1/1/2012,12/31/2012,2017,"MODEL",0.0336
2602,1/1/2012,12/31/2012,2017,"FIRM",0.0336
2603,1/1/2012,12/31/2012,2017,"MODEL",0.03885
2603,1/1/2012,12/31/2012,2017,"FIRM",0.03885
2604,1/1/2012,12/31/2012,2017,"FIRM",0.0462
2604,1/1/2012,12/31/2012,2017,"MODEL",0.0462
2605,1/1/2012,12/31/2012,2017,"FIRM",0.0567
2605,1/1/2012,12/31/2012,2017,"MODEL",0.0567
2606,1/1/2012,12/31/2012,2017,"MODEL",0.0672
2606,1/1/2012,12/31/2012,2017,"FIRM",0.0672
2607,1/1/2012,12/31/2012,2017,"MODEL",0.0777
2607,1/1/2012,12/31/2012,2017,"FIRM",0.0777
2608,1/1/2012,12/31/2012,2017,"MODEL",0.0882
2608,1/1/2012,12/31/2012,2017,"FIRM",0.0882
2609,1/1/2012,12/31/2012,2017,"FIRM",0.0945
2609,1/1/2012,12/31/2012,2017,"MODEL",0.0945
2600,1/1/2012,12/31/2012,2019,"FIRM",0.013
2600,1/1/2012,12/31/2012,2019,"MODEL",0.013
2601,1/1/2012,12/31/2012,2019,"MODEL",0.0156
2601,1/1/2012,12/31/2012,2019,"FIRM",0.0156
2602,1/1/2012,12/31/2012,2019,"MODEL",0.0208
2602,1/1/2012,12/31/2012,2019,"FIRM",0.0208
2603,1/1/2012,12/31/2012,2019,"MODEL",0.02405
2603,1/1/2012,12/31/2012,2019,"FIRM",0.02405
2604,1/1/2012,12/31/2012,2019,"MODEL",0.0286
2604,1/1/2012,12/31/2012,2019,"FIRM",0.0286
2605,1/1/2012,12/31/2012,2019,"FIRM",0.0351
2605,1/1/2012,12/31/2012,2019,"MODEL",0.0351
2606,1/1/2012,12/31/2012,2019,"MODEL",0.0416
2606,1/1/2012,12/31/2012,2019,"FIRM",0.0416
2607,1/1/2012,12/31/2012,2019,"MODEL",0.0481
2607,1/1/2012,12/31/2012,2019,"FIRM",0.0481
2608,1/1/2012,12/31/2012,2019,"FIRM",0.0546
2608,1/1/2012,12/31/2012,2019,"MODEL",0.0546
2609,1/1/2012,12/31/2012,2019,"FIRM",0.0585
2609,1/1/2012,12/31/2012,2019,"MODEL",0.0585
2600,1/1/2012,12/31/2012,2022,"MODEL",0.0156
2600,1/1/2012,12/31/2012,2022,"FIRM",0.0156
2601,1/1/2012,12/31/2012,2022,"FIRM",0.01872
2601,1/1/2012,12/31/2012,2022,"MODEL",0.01872
2602,1/1/2012,12/31/2012,2022,"MODEL",0.02496
2602,1/1/2012,12/31/2012,2022,"FIRM",0.02496
2603,1/1/2012,12/31/2012,2022,"FIRM",0.02886
2603,1/1/2012,12/31/2012,2022,"MODEL",0.02886
2604,1/1/2012,12/31/2012,2022,"FIRM",0.03432
2604,1/1/2012,12/31/2012,2022,"MODEL",0.03432
2605,1/1/2012,12/31/2012,2022,"MODEL",0.04212
2605,1/1/2012,12/31/2012,2022,"FIRM",0.04212
2606,1/1/2012,12/31/2012,2022,"MODEL",0.04992
2606,1/1/2012,12/31/2012,2022,"FIRM",0.04992
2607,1/1/2012,12/31/2012,2022,"FIRM",0.05772
2607,1/1/2012,12/31/2012,2022,"MODEL",0.05772
2608,1/1/2012,12/31/2012,2022,"MODEL",0.06552
2608,1/1/2012,12/31/2012,2022,"FIRM",0.06552
2609,1/1/2012,12/31/2012,2022,"MODEL",0.0702
2609,1/1/2012,12/31/2012,2022,"FIRM",0.0702
2600,1/1/2012,12/31/2012,2023,"MODEL",0.0195
2600,1/1/2012,12/31/2012,2023,"FIRM",0.0195
2601,1/1/2012,12/31/2012,2023,"MODEL",0.0234
2601,1/1/2012,12/31/2012,2023,"FIRM",0.0234
2602,1/1/2012,12/31/2012,2023,"MODEL",0.0312
2602,1/1/2012,12/31/2012,2023,"FIRM",0.0312
2603,1/1/2012,12/31/2012,2023,"MODEL",0.03608
2603,1/1/2012,12/31/2012,2023,"FIRM",0.03608
2604,1/1/2012,12/31/2012,2023,"MODEL",0.0429
2604,1/1/2012,12/31/2012,2023,"FIRM",0.0429
2605,1/1/2012,12/31/2012,2023,"MODEL",0.05265
2605,1/1/2012,12/31/2012,2023,"FIRM",0.05265
2606,1/1/2012,12/31/2012,2023,"FIRM",0.0624
2606,1/1/2012,12/31/2012,2023,"MODEL",0.0624
2607,1/1/2012,12/31/2012,2023,"FIRM",0.07215
2607,1/1/2012,12/31/2012,2023,"MODEL",0.07215
2608,1/1/2012,12/31/2012,2023,"FIRM",0.0819
2608,1/1/2012,12/31/2012,2023,"MODEL",0.0819
2609,1/1/2012,12/31/2012,2023,"FIRM",0.08775
2609,1/1/2012,12/31/2012,2023,"MODEL",0.08775
2600,1/1/2012,12/31/2012,2024,"FIRM",0.0235
2600,1/1/2012,12/31/2012,2024,"MODEL",0.102
2601,1/1/2012,12/31/2012,2024,"MODEL",0.10404
2601,1/1/2012,12/31/2012,2024,"FIRM",0.03666
2602,1/1/2012,12/31/2012,2024,"FIRM",0.0658
2602,1/1/2012,12/31/2012,2024,"MODEL",0.11485
2603,1/1/2012,12/31/2012,2024,"FIRM",0.08474
2603,1/1/2012,12/31/2012,2024,"MODEL",0.1292
2604,1/1/2012,12/31/2012,2024,"FIRM",0.0952
2604,1/1/2012,12/31/2012,2024,"MODEL",0.12722
2605,1/1/2012,12/31/2012,2024,"FIRM",0.102
2605,1/1/2012,12/31/2012,2024,"MODEL",0.11287
2606,1/1/2012,12/31/2012,2024,"FIRM",0.0994
2606,1/1/2012,12/31/2012,2024,"MODEL",0.0994
2607,1/1/2012,12/31/2012,2024,"FIRM",0.0802
2607,1/1/2012,12/31/2012,2024,"MODEL",0.0802
2608,1/1/2012,12/31/2012,2024,"FIRM",0.0496
2608,1/1/2012,12/31/2012,2024,"MODEL",0.0496
2609,1/1/2012,12/31/2012,2024,"MODEL",0.028
2609,1/1/2012,12/31/2012,2024,"FIRM",0.028
2600,1/1/2012,12/31/2012,2025,"FIRM",0.141
2600,1/1/2012,12/31/2012,2025,"MODEL",0.20463
2601,1/1/2012,12/31/2012,2025,"FIRM",0.12972
2601,1/1/2012,12/31/2012,2025,"MODEL",0.17982
2602,1/1/2012,12/31/2012,2025,"FIRM",0.10528
2602,1/1/2012,12/31/2012,2025,"MODEL",0.13313
2603,1/1/2012,12/31/2012,2025,"MODEL",0.10762
2603,1/1/2012,12/31/2012,2025,"FIRM",0.08768
2604,1/1/2012,12/31/2012,2025,"MODEL",0.07565
2604,1/1/2012,12/31/2012,2025,"FIRM",0.06612
2605,1/1/2012,12/31/2012,2025,"FIRM",0.04
2605,1/1/2012,12/31/2012,2025,"MODEL",0.04306
2606,1/1/2012,12/31/2012,2025,"FIRM",0.022
2606,1/1/2012,12/31/2012,2025,"MODEL",0.022
2607,1/1/2012,12/31/2012,2025,"FIRM",0.0078
2607,1/1/2012,12/31/2012,2025,"MODEL",0.0078
2608,1/1/2012,12/31/2012,2025,"FIRM",0
2609,1/1/2012,12/31/2012,2025,"FIRM",0
2600,1/1/2012,12/31/2012,2027,"FIRM",0.01073
2600,1/1/2012,12/31/2012,2027,"MODEL",0.01073
2601,1/1/2012,12/31/2012,2027,"FIRM",0.01287
2601,1/1/2012,12/31/2012,2027,"MODEL",0.01287
2602,1/1/2012,12/31/2012,2027,"MODEL",0.01716
2602,1/1/2012,12/31/2012,2027,"FIRM",0.01716
2603,1/1/2012,12/31/2012,2027,"MODEL",0.01984
2603,1/1/2012,12/31/2012,2027,"FIRM",0.01984
2604,1/1/2012,12/31/2012,2027,"MODEL",0.02359
2604,1/1/2012,12/31/2012,2027,"FIRM",0.02359
2605,1/1/2012,12/31/2012,2027,"MODEL",0.02896
2605,1/1/2012,12/31/2012,2027,"FIRM",0.02896
2606,1/1/2012,12/31/2012,2027,"MODEL",0.03432
2606,1/1/2012,12/31/2012,2027,"FIRM",0.03432
2607,1/1/2012,12/31/2012,2027,"FIRM",0.03968
2607,1/1/2012,12/31/2012,2027,"MODEL",0.03968
2608,1/1/2012,12/31/2012,2027,"FIRM",0.04504
2608,1/1/2012,12/31/2012,2027,"MODEL",0.04504
2609,1/1/2012,12/31/2012,2027,"FIRM",0.04826
2609,1/1/2012,12/31/2012,2027,"MODEL",0.04826
2600,1/1/2012,12/31/2012,2029,"FIRM",0
2601,1/1/2012,12/31/2012,2029,"MODEL",0.008
2601,1/1/2012,12/31/2012,2029,"FIRM",0.008
2602,1/1/2012,12/31/2012,2029,"FIRM",0.024
2602,1/1/2012,12/31/2012,2029,"MODEL",0.024
2603,1/1/2012,12/31/2012,2029,"FIRM",0.034
2603,1/1/2012,12/31/2012,2029,"MODEL",0.034
2604,1/1/2012,12/31/2012,2029,"MODEL",0.044
2604,1/1/2012,12/31/2012,2029,"FIRM",0.044
2605,1/1/2012,12/31/2012,2029,"FIRM",0.05
2605,1/1/2012,12/31/2012,2029,"MODEL",0.05
2606,1/1/2012,12/31/2012,2029,"FIRM",0.046
2606,1/1/2012,12/31/2012,2029,"MODEL",0.046
2607,1/1/2012,12/31/2012,2029,"FIRM",0.04
2607,1/1/2012,12/31/2012,2029,"MODEL",0.04
2608,1/1/2012,12/31/2012,2029,"MODEL",0.036
2608,1/1/2012,12/31/2012,2029,"FIRM",0.036
2609,1/1/2012,12/31/2012,2029,"FIRM",0.03
2609,1/1/2012,12/31/2012,2029,"MODEL",0.03
2600,1/1/2012,12/31/2012,2030,"FIRM",0.01073
2600,1/1/2012,12/31/2012,2030,"MODEL",0.01073
2601,1/1/2012,12/31/2012,2030,"MODEL",0.01287
2601,1/1/2012,12/31/2012,2030,"FIRM",0.01287
2602,1/1/2012,12/31/2012,2030,"MODEL",0.01716
2602,1/1/2012,12/31/2012,2030,"FIRM",0.01716
2603,1/1/2012,12/31/2012,2030,"MODEL",0.01984
2603,1/1/2012,12/31/2012,2030,"FIRM",0.01984
2604,1/1/2012,12/31/2012,2030,"FIRM",0.02359
2604,1/1/2012,12/31/2012,2030,"MODEL",0.02359
2605,1/1/2012,12/31/2012,2030,"MODEL",0.02896
2605,1/1/2012,12/31/2012,2030,"FIRM",0.02896
2606,1/1/2012,12/31/2012,2030,"FIRM",0.03432
2606,1/1/2012,12/31/2012,2030,"MODEL",0.03432
2607,1/1/2012,12/31/2012,2030,"MODEL",0.03968
2607,1/1/2012,12/31/2012,2030,"FIRM",0.03968
2608,1/1/2012,12/31/2012,2030,"MODEL",0.04504
2608,1/1/2012,12/31/2012,2030,"FIRM",0.04504
2609,1/1/2012,12/31/2012,2030,"MODEL",0.04826
2609,1/1/2012,12/31/2012,2030,"FIRM",0.04826
2600,1/1/2013,8/23/2013,2010,"MODEL",0.0104
2601,1/1/2013,8/23/2013,2010,"MODEL",0.01144
2602,1/1/2013,8/23/2013,2010,"MODEL",0.01612
2603,1/1/2013,8/23/2013,2010,"MODEL",0.01872
2604,1/1/2013,8/23/2013,2010,"MODEL",0.02184
2605,1/1/2013,8/23/2013,2010,"MODEL",0.02704
2606,1/1/2013,8/23/2013,2010,"MODEL",0.03224
2607,1/1/2013,8/23/2013,2010,"MODEL",0.03744
2608,1/1/2013,8/23/2013,2010,"MODEL",0.04264
2609,1/1/2013,8/23/2013,2010,"MODEL",0.0468
2600,1/1/2013,8/23/2013,2011,"MODEL",0.04899
2601,1/1/2013,8/23/2013,2011,"MODEL",0.05389
2602,1/1/2013,8/23/2013,2011,"MODEL",0.07594
2603,1/1/2013,8/23/2013,2011,"MODEL",0.0882
2604,1/1/2013,8/23/2013,2011,"MODEL",0.1029
2605,1/1/2013,8/23/2013,2011,"MODEL",0.1274
2606,1/1/2013,8/23/2013,2011,"MODEL",0.15189
2607,1/1/2013,8/23/2013,2011,"MODEL",0.1764
2608,1/1/2013,8/23/2013,2011,"MODEL",0.2009
2609,1/1/2013,8/23/2013,2011,"MODEL",0.2205
2600,1/1/2013,8/23/2013,2012,"MODEL",0.02002
2601,1/1/2013,8/23/2013,2012,"MODEL",0.02202
2602,1/1/2013,8/23/2013,2012,"MODEL",0.03103
2603,1/1/2013,8/23/2013,2012,"MODEL",0.03603
2604,1/1/2013,8/23/2013,2012,"MODEL",0.04204
2605,1/1/2013,8/23/2013,2012,"MODEL",0.05205
2606,1/1/2013,8/23/2013,2012,"MODEL",0.06206
2607,1/1/2013,8/23/2013,2012,"MODEL",0.07207
2608,1/1/2013,8/23/2013,2012,"MODEL",0.08208
2609,1/1/2013,8/23/2013,2012,"MODEL",0.09009
2600,1/1/2013,8/23/2013,2013,"MODEL",0.03003
2601,1/1/2013,8/23/2013,2013,"MODEL",0.03303
2602,1/1/2013,8/23/2013,2013,"MODEL",0.04655
2603,1/1/2013,8/23/2013,2013,"MODEL",0.05405
2604,1/1/2013,8/23/2013,2013,"MODEL",0.06306
2605,1/1/2013,8/23/2013,2013,"MODEL",0.07808
2606,1/1/2013,8/23/2013,2013,"MODEL",0.0931
2607,1/1/2013,8/23/2013,2013,"MODEL",0.10811
2608,1/1/2013,8/23/2013,2013,"MODEL",0.12313
2609,1/1/2013,8/23/2013,2013,"MODEL",0.13514
2600,1/1/2013,8/23/2013,2014,"MODEL",0.44337
2601,1/1/2013,8/23/2013,2014,"MODEL",0.43076
2602,1/1/2013,8/23/2013,2014,"MODEL",0.37915
2603,1/1/2013,8/23/2013,2014,"MODEL",0.36689
2604,1/1/2013,8/23/2013,2014,"MODEL",0.32459
2605,1/1/2013,8/23/2013,2014,"MODEL",0.26643
2606,1/1/2013,8/23/2013,2014,"MODEL",0.2048
2607,1/1/2013,8/23/2013,2014,"MODEL",0.144
2608,1/1/2013,8/23/2013,2014,"MODEL",0.0852
2609,1/1/2013,8/23/2013,2014,"MODEL",0.042
2600,1/1/2013,8/23/2013,2015,"MODEL",0.05
2601,1/1/2013,8/23/2013,2015,"MODEL",0.05
2602,1/1/2013,8/23/2013,2015,"MODEL",0.04
2600,1/1/2013,8/23/2013,2017,"MODEL",0.021
2601,1/1/2013,8/23/2013,2017,"MODEL",0.0231
2602,1/1/2013,8/23/2013,2017,"MODEL",0.03255
2603,1/1/2013,8/23/2013,2017,"MODEL",0.0378
2604,1/1/2013,8/23/2013,2017,"MODEL",0.0441
2605,1/1/2013,8/23/2013,2017,"MODEL",0.0546
2606,1/1/2013,8/23/2013,2017,"MODEL",0.0651
2607,1/1/2013,8/23/2013,2017,"MODEL",0.0756
2608,1/1/2013,8/23/2013,2017,"MODEL",0.0861
2609,1/1/2013,8/23/2013,2017,"MODEL",0.0945
2600,1/1/2013,8/23/2013,2019,"MODEL",0.013
2601,1/1/2013,8/23/2013,2019,"MODEL",0.0143
2602,1/1/2013,8/23/2013,2019,"MODEL",0.02015
2603,1/1/2013,8/23/2013,2019,"MODEL",0.0234
2604,1/1/2013,8/23/2013,2019,"MODEL",0.0273
2605,1/1/2013,8/23/2013,2019,"MODEL",0.0338
2606,1/1/2013,8/23/2013,2019,"MODEL",0.0403
2607,1/1/2013,8/23/2013,2019,"MODEL",0.0468
2608,1/1/2013,8/23/2013,2019,"MODEL",0.0533
2609,1/1/2013,8/23/2013,2019,"MODEL",0.0585
2600,1/1/2013,8/23/2013,2022,"MODEL",0.0156
2601,1/1/2013,8/23/2013,2022,"MODEL",0.01716
2602,1/1/2013,8/23/2013,2022,"MODEL",0.02418
2603,1/1/2013,8/23/2013,2022,"MODEL",0.02808
