TGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,TRGT_FUND_WGT,WGT_TYPE
2604,1/7/2014,2/10/2014,2017,0.042,"FIRM"
2604,1/7/2014,2/10/2014,2019,0.026,"FIRM"
2604,1/7/2014,2/10/2014,2010,0.0208,"FIRM"
2604,1/7/2014,2/10/2014,2022,0.0312,"FIRM"
2604,1/7/2014,2/10/2014,2023,0.039,"FIRM"
2604,1/7/2014,2/10/2014,2024,0.092,"FIRM"
2604,1/7/2014,2/10/2014,2025,0.0782,"FIRM"
2604,1/7/2014,2/10/2014,2027,0.02145,"FIRM"
2604,1/7/2014,2/10/2014,2029,0.04,"FIRM"
2604,1/7/2014,2/10/2014,2030,0.02145,"FIRM"
2605,1/7/2014,2/10/2014,2011,0.1225,"FIRM"
2605,1/7/2014,2/10/2014,2012,0.05005,"FIRM"
2605,1/7/2014,2/10/2014,2013,0.07508,"FIRM"
2605,2/11/2014,11/3/2014,2025,0.0324,"MODEL"
2604,2/11/2014,11/3/2014,2029,0.04,"MODEL"
2608,2/11/2014,11/3/2014,2013,0.12012,"MODEL"
2605,2/11/2014,11/3/2014,2019,0.0325,"MODEL"
2603,2/11/2014,11/3/2014,2013,0.05255,"MODEL"
2606,2/11/2014,11/3/2014,2022,0.0429,"MODEL"
2604,2/11/2014,11/3/2014,2032,0.056,"MODEL"
2607,2/11/2014,11/3/2014,2024,0.091,"MODEL"
2607,2/11/2014,11/3/2014,2011,0.17149,"MODEL"
2606,2/11/2014,11/3/2014,2029,0.05,"MODEL"
2602,2/11/2014,11/3/2014,2015,0.05,"MODEL"
2608,2/11/2014,11/3/2014,2022,0.0572,"MODEL"
2609,2/11/2014,11/3/2014,2019,0.0585,"MODEL"
2609,2/11/2014,11/3/2014,2023,0.08775,"MODEL"
2603,2/11/2014,11/3/2014,2019,0.02275,"MODEL"
2603,2/11/2014,11/3/2014,2023,0.03413,"MODEL"
2603,2/11/2014,11/3/2014,2017,0.04614,"MODEL"
2608,2/11/2014,11/3/2014,2019,0.052,"MODEL"
2604,2/11/2014,11/3/2014,2023,0.039,"MODEL"
2604,2/11/2014,11/3/2014,2019,0.026,"MODEL"
2603,2/11/2014,11/3/2014,2010,0.02048,"MODEL"
2608,2/11/2014,11/3/2014,2010,0.0468,"MODEL"
2609,2/11/2014,11/3/2014,2032,0.007,"MODEL"
2603,2/11/2014,11/3/2014,2024,0.15748,"MODEL"
2600,2/11/2014,11/3/2014,2024,0.142,"MODEL"
2603,2/11/2014,11/3/2014,2025,0.08538,"MODEL"
2600,2/11/2014,11/3/2014,2032,0.08,"MODEL"
2605,2/11/2014,11/3/2014,2030,0.02681,"MODEL"
2602,2/11/2014,11/3/2014,2022,0.02144,"MODEL"
2607,2/11/2014,11/3/2014,2010,0.04095,"MODEL"
2605,2/11/2014,11/3/2014,2011,0.1225,"MODEL"
2602,2/11/2014,11/3/2014,2012,0.03808,"MODEL"
2604,2/11/2014,11/3/2014,2024,0.16128,"MODEL"
2604,2/11/2014,11/3/2014,2025,0.06198,"MODEL"
2605,2/11/2014,11/3/2014,2023,0.04875,"MODEL"
2607,2/11/2014,11/3/2014,2032,0.026,"MODEL"
2607,2/11/2014,11/3/2014,2019,0.0455,"MODEL"
2602,2/11/2014,11/3/2014,2025,0.10366,"MODEL"
2600,2/11/2014,11/3/2014,2011,0.04899,"MODEL"
2606,2/11/2014,11/3/2014,2013,0.09009,"MODEL"
2600,2/11/2014,11/3/2014,2022,0.01429,"MODEL"
2604,2/11/2014,11/3/2014,2022,0.02859,"MODEL"
2602,2/11/2014,11/3/2014,2014,0.31724,"MODEL"
2602,2/11/2014,11/3/2014,2032,0.068,"MODEL"
2600,2/11/2014,11/3/2014,2014,0.37263,"MODEL"
2608,2/11/2014,11/3/2014,2024,0.064,"MODEL"
2606,2/11/2014,11/3/2014,2032,0.035,"MODEL"
2600,2/11/2014,11/3/2014,2017,0.02637,"MODEL"
2600,2/11/2014,11/3/2014,2013,0.03003,"MODEL"
2605,2/11/2014,11/3/2014,2012,0.06346,"MODEL"
2600,2/11/2014,11/3/2014,2015,0.05,"MODEL"
2607,2/11/2014,11/3/2014,2017,0.09227,"MODEL"
2600,2/11/2014,11/3/2014,2030,0.01073,"MODEL"
2606,2/11/2014,11/3/2014,2025,0.0135,"MODEL"
2608,2/11/2014,11/3/2014,2030,0.0429,"MODEL"
2604,2/11/2014,11/3/2014,2012,0.05077,"MODEL"
2600,2/11/2014,11/3/2014,2012,0.02539,"MODEL"
2602,2/11/2014,11/3/2014,2030,0.01609,"MODEL"
2608,2/11/2014,11/3/2014,2032,0.016,"MODEL"
2603,2/11/2014,11/3/2014,2012,0.04443,"MODEL"
2604,2/11/2014,11/3/2014,2030,0.02145,"MODEL"
2607,2/11/2014,11/3/2014,2013,0.10511,"MODEL"
2605,2/11/2014,11/3/2014,2017,0.06591,"MODEL"
2603,2/11/2014,11/3/2014,2022,0.02501,"MODEL"
2605,2/11/2014,11/3/2014,2032,0.045,"MODEL"
2604,2/11/2014,11/3/2014,2010,0.0234,"MODEL"
2607,2/11/2014,11/3/2014,2014,0.132,"MODEL"
2602,2/11/2014,11/3/2014,2013,0.04505,"MODEL"
2608,2/11/2014,11/3/2014,2029,0.04,"MODEL"
2609,2/11/2014,11/3/2014,2011,0.2205,"MODEL"
2609,2/11/2014,11/3/2014,2022,0.06435,"MODEL"
2604,2/11/2014,11/3/2014,2017,0.05273,"MODEL"
2607,2/11/2014,11/3/2014,2023,0.06825,"MODEL"
2605,2/11/2014,11/3/2014,2013,0.07508,"MODEL"
2606,2/11/2014,11/3/2014,2030,0.03218,"MODEL"
2604,2/11/2014,11/3/2014,2011,0.098,"MODEL"
2600,2/11/2014,11/3/2014,2023,0.0195,"MODEL"
2607,2/11/2014,11/3/2014,2025,0.011,"MODEL"
2602,2/11/2014,11/3/2014,2019,0.0195,"MODEL"
2600,2/11/2014,11/3/2014,2019,0.013,"MODEL"
2608,2/11/2014,11/3/2014,2011,0.196,"MODEL"
2602,2/11/2014,11/3/2014,2029,0.02,"MODEL"
2600,2/11/2014,11/3/2014,2010,0.0117,"MODEL"
2602,2/11/2014,11/3/2014,2024,0.1411,"MODEL"
2609,2/11/2014,11/3/2014,2030,0.04826,"MODEL"
2606,2/11/2014,11/3/2014,2014,0.179,"MODEL"
2602,2/11/2014,11/3/2014,2011,0.07349,"MODEL"
2609,2/11/2014,11/3/2014,2010,0.05265,"MODEL"
2609,2/11/2014,11/3/2014,2029,0.03,"MODEL"
2602,2/11/2014,11/3/2014,2010,0.01755,"MODEL"
2608,2/11/2014,11/3/2014,2012,0.10153,"MODEL"
2600,2/11/2014,11/3/2014,2025,0.15537,"MODEL"
2602,2/11/2014,11/3/2014,2023,0.02925,"MODEL"
2603,2/11/2014,11/3/2014,2030,0.01877,"MODEL"
2609,2/11/2014,11/3/2014,2014,0.035,"MODEL"
2606,2/11/2014,11/3/2014,2010,0.0351,"MODEL"
2606,2/11/2014,11/3/2014,2023,0.0585,"MODEL"
2609,2/11/2014,11/3/2014,2017,0.11863,"MODEL"
2607,2/11/2014,11/3/2014,2029,0.04,"MODEL"
2605,2/11/2014,11/3/2014,2022,0.03574,"MODEL"
2602,2/11/2014,11/3/2014,2017,0.03955,"MODEL"
2609,2/11/2014,11/3/2014,2013,0.13514,"MODEL"
2609,2/11/2014,11/3/2014,2012,0.11422,"MODEL"
2605,2/11/2014,11/3/2014,2029,0.05,"MODEL"
2603,2/11/2014,11/3/2014,2014,0.31514,"MODEL"
2606,2/11/2014,11/3/2014,2019,0.039,"MODEL"
2607,2/11/2014,11/3/2014,2030,0.03754,"MODEL"
2606,2/11/2014,11/3/2014,2024,0.1225,"MODEL"
2608,2/11/2014,11/3/2014,2023,0.078,"MODEL"
2605,2/11/2014,11/3/2014,2010,0.02925,"MODEL"
2605,2/11/2014,11/3/2014,2014,0.23198,"MODEL"
2603,2/11/2014,11/3/2014,2032,0.062,"MODEL"
2608,2/11/2014,11/3/2014,2014,0.08,"MODEL"
2606,2/11/2014,11/3/2014,2012,0.07615,"MODEL"
2603,2/11/2014,11/3/2014,2029,0.03,"MODEL"
2609,2/11/2014,11/3/2014,2024,0.028,"MODEL"
2606,2/11/2014,11/3/2014,2017,0.07909,"MODEL"
2607,2/11/2014,11/3/2014,2012,0.08884,"MODEL"
2606,2/11/2014,11/3/2014,2011,0.14699,"MODEL"
2608,2/11/2014,11/3/2014,2017,0.10545,"MODEL"
2604,2/11/2014,11/3/2014,2014,0.28074,"MODEL"
2604,2/11/2014,11/3/2014,2013,0.06006,"MODEL"
2607,2/11/2014,11/3/2014,2022,0.05005,"MODEL"
2603,2/11/2014,11/3/2014,2011,0.08574,"MODEL"
2605,2/11/2014,11/3/2014,2024,0.14062,"MODEL"
2600,2/11/2014,1/19/2015,2019,0.013,"FIRM"
2600,2/11/2014,1/19/2015,2010,0.0117,"FIRM"
2600,2/11/2014,1/19/2015,2022,0.01429,"FIRM"
2600,2/11/2014,1/19/2015,2023,0.0195,"FIRM"
2600,2/11/2014,1/19/2015,2024,0.0235,"FIRM"
2600,2/11/2014,1/19/2015,2025,0.141,"FIRM"
2600,2/11/2014,1/19/2015,2027,0,"FIRM"
2600,2/11/2014,1/19/2015,2029,0,"FIRM"
2600,2/11/2014,1/19/2015,2030,0.01073,"FIRM"
2601,2/11/2014,1/19/2015,2011,0.04899,"FIRM"
2601,2/11/2014,1/19/2015,2012,0.02539,"FIRM"
2601,2/11/2014,1/19/2015,2013,0.03003,"FIRM"
2601,2/11/2014,1/19/2015,2014,0.3055,"FIRM"
2601,2/11/2014,1/19/2015,2015,0.33,"FIRM"
2601,2/11/2014,1/19/2015,2017,0.02637,"FIRM"
2601,2/11/2014,1/19/2015,2019,0.013,"FIRM"
2601,2/11/2014,1/19/2015,2010,0.0117,"FIRM"
2601,2/11/2014,1/19/2015,2022,0.01429,"FIRM"
2601,2/11/2014,1/19/2015,2023,0.0195,"FIRM"
2601,2/11/2014,1/19/2015,2024,0.0235,"FIRM"
2601,2/11/2014,1/19/2015,2025,0.141,"FIRM"
2601,2/11/2014,1/19/2015,2027,0,"FIRM"
2601,2/11/2014,1/19/2015,2029,0,"FIRM"
2602,2/11/2014,1/19/2015,2019,0.0195,"FIRM"
2602,2/11/2014,1/19/2015,2010,0.01755,"FIRM"
2602,2/11/2014,1/19/2015,2022,0.02144,"FIRM"
2602,2/11/2014,1/19/2015,2023,0.02925,"FIRM"
2602,2/11/2014,1/19/2015,2024,0.0564,"FIRM"
2602,2/11/2014,1/19/2015,2025,0.1128,"FIRM"
2602,2/11/2014,1/19/2015,2027,0,"FIRM"
2602,2/11/2014,1/19/2015,2029,0.02,"FIRM"
2602,2/11/2014,1/19/2015,2030,0.01609,"FIRM"
2603,2/11/2014,1/19/2015,2011,0.08574,"FIRM"
2603,2/11/2014,1/19/2015,2012,0.04443,"FIRM"
2603,2/11/2014,1/19/2015,2013,0.05255,"FIRM"
2603,2/11/2014,1/19/2015,2014,0.2961,"FIRM"
2603,2/11/2014,1/19/2015,2015,0.15,"FIRM"
2603,2/11/2014,1/19/2015,2017,0.04614,"FIRM"
2603,2/11/2014,1/19/2015,2019,0.02275,"FIRM"
2603,2/11/2014,1/19/2015,2010,0.02048,"FIRM"
2603,2/11/2014,1/19/2015,2022,0.02501,"FIRM"
2603,2/11/2014,1/19/2015,2023,0.03413,"FIRM"
2603,2/11/2014,1/19/2015,2024,0.0799,"FIRM"
2603,2/11/2014,1/19/2015,2025,0.094,"FIRM"
2603,2/11/2014,1/19/2015,2027,0,"FIRM"
2603,2/11/2014,1/19/2015,2029,0.03,"FIRM"
2603,2/11/2014,1/19/2015,2030,0.01877,"FIRM"
2604,2/11/2014,1/19/2015,2011,0.098,"FIRM"
2604,2/11/2014,1/19/2015,2012,0.05077,"FIRM"
2604,2/11/2014,1/19/2015,2013,0.06006,"FIRM"
2604,2/11/2014,1/19/2015,2014,0.2898,"FIRM"
2604,2/11/2014,1/19/2015,2015,0.1,"FIRM"
2604,2/11/2014,1/19/2015,2017,0.05273,"FIRM"
2604,2/11/2014,1/19/2015,2019,0.026,"FIRM"
2604,2/11/2014,1/19/2015,2010,0.0234,"FIRM"
2604,2/11/2014,1/19/2015,2022,0.02859,"FIRM"
2604,2/11/2014,1/19/2015,2023,0.039,"FIRM"
2604,2/11/2014,1/19/2015,2024,0.092,"FIRM"
2604,2/11/2014,1/19/2015,2025,0.0782,"FIRM"
2604,2/11/2014,1/19/2015,2027,0,"FIRM"
2604,2/11/2014,1/19/2015,2029,0.04,"FIRM"
2604,2/11/2014,1/19/2015,2030,0.02145,"FIRM"
2605,2/11/2014,1/19/2015,2011,0.1225,"FIRM"
2605,2/11/2014,1/19/2015,2012,0.06346,"FIRM"
2605,2/11/2014,1/19/2015,2013,0.07508,"FIRM"
2605,2/11/2014,1/19/2015,2014,0.252,"FIRM"
2605,2/11/2014,1/19/2015,2015,0.05,"FIRM"
2605,2/11/2014,1/19/2015,2017,0.06591,"FIRM"
2605,2/11/2014,1/19/2015,2019,0.0325,"FIRM"
2605,2/11/2014,1/19/2015,2010,0.02925,"FIRM"
2605,2/11/2014,1/19/2015,2022,0.03574,"FIRM"
2605,2/11/2014,1/19/2015,2023,0.04875,"FIRM"
2605,2/11/2014,1/19/2015,2024,0.1,"FIRM"
2605,2/11/2014,1/19/2015,2025,0.048,"FIRM"
2605,2/11/2014,1/19/2015,2027,0,"FIRM"
2605,2/11/2014,1/19/2015,2029,0.05,"FIRM"
2605,2/11/2014,1/19/2015,2030,0.02681,"FIRM"
2606,2/11/2014,1/19/2015,2011,0.14699,"FIRM"
2606,2/11/2014,1/19/2015,2012,0.07615,"FIRM"
2606,2/11/2014,1/19/2015,2013,0.09009,"FIRM"
2600,2/11/2014,1/19/2015,2011,0.04899,"FIRM"
2600,2/11/2014,1/19/2015,2012,0.02539,"FIRM"
2600,2/11/2014,1/19/2015,2013,0.03003,"FIRM"
2600,2/11/2014,1/19/2015,2014,0.3055,"FIRM"
2600,2/11/2014,1/19/2015,2015,0.33,"FIRM"
2600,2/11/2014,1/19/2015,2017,0.02637,"FIRM"
2606,2/11/2014,1/19/2015,2014,0.217,"FIRM"
2606,2/11/2014,1/19/2015,2015,0,"FIRM"
2606,2/11/2014,1/19/2015,2017,0.07909,"FIRM"
2606,2/11/2014,1/19/2015,2019,0.039,"FIRM"
2606,2/11/2014,1/19/2015,2010,0.0351,"FIRM"
2606,2/11/2014,1/19/2015,2022,0.0429,"FIRM"
2606,2/11/2014,1/19/2015,2023,0.0585,"FIRM"
2606,2/11/2014,1/19/2015,2024,0.105,"FIRM"
2606,2/11/2014,1/19/2015,2025,0.028,"FIRM"
2606,2/11/2014,1/19/2015,2027,0,"FIRM"
2606,2/11/2014,1/19/2015,2029,0.05,"FIRM"
2606,2/11/2014,1/19/2015,2030,0.03218,"FIRM"
2607,2/11/2014,1/19/2015,2011,0.17149,"FIRM"
2607,2/11/2014,1/19/2015,2012,0.08884,"FIRM"
2607,2/11/2014,1/19/2015,2013,0.10511,"FIRM"
2607,2/11/2014,1/19/2015,2014,0.156,"FIRM"
2607,2/11/2014,1/19/2015,2015,0,"FIRM"
2607,2/11/2014,1/19/2015,2017,0.09227,"FIRM"
2607,2/11/2014,1/19/2015,2019,0.0455,"FIRM"
2607,2/11/2014,1/19/2015,2010,0.04095,"FIRM"
2607,2/11/2014,1/19/2015,2022,0.05005,"FIRM"
2607,2/11/2014,1/19/2015,2023,0.06825,"FIRM"
2607,2/11/2014,1/19/2015,2024,0.091,"FIRM"
2607,2/11/2014,1/19/2015,2025,0.013,"FIRM"
2607,2/11/2014,1/19/2015,2027,0,"FIRM"
2607,2/11/2014,1/19/2015,2029,0.04,"FIRM"
2607,2/11/2014,1/19/2015,2030,0.03754,"FIRM"
2608,2/11/2014,1/19/2015,2011,0.196,"FIRM"
2608,2/11/2014,1/19/2015,2012,0.10153,"FIRM"
2608,2/11/2014,1/19/2015,2013,0.12012,"FIRM"
2608,2/11/2014,1/19/2015,2014,0.096,"FIRM"
2608,2/11/2014,1/19/2015,2015,0,"FIRM"
2608,2/11/2014,1/19/2015,2017,0.10545,"FIRM"
2608,2/11/2014,1/19/2015,2019,0.052,"FIRM"
2608,2/11/2014,1/19/2015,2010,0.0468,"FIRM"
2608,2/11/2014,1/19/2015,2022,0.0572,"FIRM"
2608,2/11/2014,1/19/2015,2023,0.078,"FIRM"
2608,2/11/2014,1/19/2015,2024,0.064,"FIRM"
2608,2/11/2014,1/19/2015,2025,0,"FIRM"
2608,2/11/2014,1/19/2015,2027,0,"FIRM"
2608,2/11/2014,1/19/2015,2029,0.04,"FIRM"
2608,2/11/2014,1/19/2015,2030,0.0429,"FIRM"
2609,2/11/2014,1/19/2015,2011,0.2205,"FIRM"
2609,2/11/2014,1/19/2015,2012,0.11422,"FIRM"
2609,2/11/2014,1/19/2015,2013,0.13514,"FIRM"
2609,2/11/2014,1/19/2015,2014,0.042,"FIRM"
2609,2/11/2014,1/19/2015,2015,0,"FIRM"
2609,2/11/2014,1/19/2015,2017,0.11863,"FIRM"
2609,2/11/2014,1/19/2015,2019,0.0585,"FIRM"
2609,2/11/2014,1/19/2015,2010,0.05265,"FIRM"
2609,2/11/2014,1/19/2015,2022,0.06435,"FIRM"
2609,2/11/2014,1/19/2015,2023,0.08775,"FIRM"
2609,2/11/2014,1/19/2015,2024,0.028,"FIRM"
2609,2/11/2014,1/19/2015,2025,0,"FIRM"
2609,2/11/2014,1/19/2015,2027,0,"FIRM"
2609,2/11/2014,1/19/2015,2029,0.03,"FIRM"
2609,2/11/2014,1/19/2015,2030,0.04826,"FIRM"
2601,2/11/2014,1/19/2015,2030,0.01073,"FIRM"
2602,2/11/2014,1/19/2015,2011,0.07349,"FIRM"
2602,2/11/2014,1/19/2015,2012,0.03808,"FIRM"
2602,2/11/2014,1/19/2015,2013,0.04505,"FIRM"
2602,2/11/2014,1/19/2015,2014,0.3008,"FIRM"
2602,2/11/2014,1/19/2015,2015,0.21,"FIRM"
2602,2/11/2014,1/19/2015,2017,0.03955,"FIRM"
2601,2/11/2014,1/31/2015,2014,0.37263,"MODEL"
2601,2/11/2014,1/31/2015,2024,0.142,"MODEL"
2601,2/11/2014,1/31/2015,2017,0.02637,"MODEL"
2601,2/11/2014,1/31/2015,2013,0.03003,"MODEL"
2601,2/11/2014,1/31/2015,2023,0.0195,"MODEL"
2601,2/11/2014,1/31/2015,2011,0.04899,"MODEL"
2601,2/11/2014,1/31/2015,2030,0.01073,"MODEL"
2601,2/11/2014,1/31/2015,2032,0.08,"MODEL"
2601,2/11/2014,1/31/2015,2022,0.01429,"MODEL"
2601,2/11/2014,1/31/2015,2010,0.0117,"MODEL"
2601,2/11/2014,1/31/2015,2025,0.15537,"MODEL"
2601,2/11/2014,1/31/2015,2012,0.02539,"MODEL"
2601,2/11/2014,1/31/2015,2019,0.013,"MODEL"
2601,2/11/2014,1/31/2015,2015,0.05,"MODEL"
2610,11/1/2014,1/19/2015,2023,0.08775,"FIRM"
2610,11/1/2014,1/19/2015,2027,0,"FIRM"
2610,11/1/2014,1/19/2015,2010,0.05265,"FIRM"
2610,11/1/2014,1/19/2015,2019,0.0585,"FIRM"
2610,11/1/2014,1/19/2015,2017,0.11863,"FIRM"
2610,11/1/2014,1/19/2015,2015,0,"FIRM"
2610,11/1/2014,1/19/2015,2014,0.042,"FIRM"
2610,11/1/2014,1/19/2015,2013,0.13514,"FIRM"
2610,11/1/2014,1/19/2015,2012,0.11422,"FIRM"
2610,11/1/2014,1/19/2015,2011,0.2205,"FIRM"
2610,11/1/2014,1/19/2015,2030,0.04826,"FIRM"
2610,11/1/2014,1/19/2015,2029,0.03,"FIRM"
2610,11/1/2014,1/19/2015,2024,0.028,"FIRM"
2610,11/1/2014,1/19/2015,2025,0,"FIRM"
2610,11/1/2014,1/19/2015,2022,0.06435,"FIRM"
2610,11/3/2014,1/16/2015,2011,0.2205,"MODEL"
2610,11/3/2014,1/16/2015,2024,0.028,"MODEL"
2610,11/3/2014,1/16/2015,2012,0.11422,"MODEL"
2610,11/3/2014,1/16/2015,2019,0.0585,"MODEL"
2610,11/3/2014,1/16/2015,2029,0.03,"MODEL"
2610,11/3/2014,1/16/2015,2017,0.11863,"MODEL"
2610,11/3/2014,1/16/2015,2010,0.05265,"MODEL"
2610,11/3/2014,1/16/2015,2032,0.007,"MODEL"
2610,11/3/2014,1/16/2015,2030,0.04826,"MODEL"
2610,11/3/2014,1/16/2015,2022,0.06435,"MODEL"
2610,11/3/2014,1/16/2015,2023,0.08775,"MODEL"
2610,11/3/2014,1/16/2015,2013,0.13514,"MODEL"
2610,11/3/2014,1/16/2015,2014,0.035,"MODEL"
2604,11/4/2014,1/16/2015,2022,0.02859,"MODEL"
2605,11/4/2014,1/16/2015,2012,0.06346,"MODEL"
2602,11/4/2014,1/16/2015,2010,0.01755,"MODEL"
2602,11/4/2014,1/16/2015,2013,0.04505,"MODEL"
2600,11/4/2014,1/16/2015,2023,0.0195,"MODEL"
2602,11/4/2014,1/16/2015,2015,0.05,"MODEL"
2600,11/4/2014,1/16/2015,2030,0.01073,"MODEL"
2608,11/4/2014,1/16/2015,2014,0.08,"MODEL"
2605,11/4/2014,1/16/2015,2032,0.045,"MODEL"
2603,11/4/2014,1/16/2015,2032,0.062,"MODEL"
2608,11/4/2014,1/16/2015,2011,0.196,"MODEL"
2600,11/4/2014,1/16/2015,2025,0.15537,"MODEL"
2607,11/4/2014,1/16/2015,2022,0.05005,"MODEL"
2602,11/4/2014,1/16/2015,2023,0.02925,"MODEL"
2609,11/4/2014,1/16/2015,2022,0.06435,"MODEL"
2603,11/4/2014,1/16/2015,2010,0.02048,"MODEL"
2600,11/4/2014,1/16/2015,2010,0.0117,"MODEL"
2605,11/4/2014,1/16/2015,2019,0.0325,"MODEL"
2605,11/4/2014,1/16/2015,2010,0.02925,"MODEL"
2605,11/4/2014,1/16/2015,2024,0.14062,"MODEL"
2608,11/4/2014,1/16/2015,2013,0.12012,"MODEL"
2605,11/4/2014,1/16/2015,2017,0.06591,"MODEL"
2607,11/4/2014,1/16/2015,2017,0.09227,"MODEL"
2609,11/4/2014,1/16/2015,2030,0.04826,"MODEL"
2606,11/4/2014,1/16/2015,2024,0.1225,"MODEL"
2600,11/4/2014,1/16/2015,2015,0.05,"MODEL"
2600,11/4/2014,1/16/2015,2032,0.08,"MODEL"
2603,11/4/2014,1/16/2015,2019,0.02275,"MODEL"
2602,11/4/2014,1/16/2015,2025,0.10366,"MODEL"
2606,11/4/2014,1/16/2015,2019,0.039,"MODEL"
2602,11/4/2014,1/16/2015,2032,0.068,"MODEL"
2606,11/4/2014,1/16/2015,2014,0.179,"MODEL"
2608,11/4/2014,1/16/2015,2019,0.052,"MODEL"
2606,11/4/2014,1/16/2015,2013,0.09009,"MODEL"
2604,11/4/2014,1/16/2015,2024,0.16128,"MODEL"
2603,11/4/2014,1/16/2015,2014,0.31514,"MODEL"
2609,11/4/2014,1/16/2015,2023,0.08775,"MODEL"
2608,11/4/2014,1/16/2015,2029,0.04,"MODEL"
2606,11/4/2014,1/16/2015,2022,0.0429,"MODEL"
2608,11/4/2014,1/16/2015,2023,0.078,"MODEL"
2600,11/4/2014,1/16/2015,2012,0.02539,"MODEL"
2602,11/4/2014,1/16/2015,2012,0.03808,"MODEL"
2609,11/4/2014,1/16/2015,2032,0.007,"MODEL"
2607,11/4/2014,1/16/2015,2014,0.132,"MODEL"
2609,11/4/2014,1/16/2015,2017,0.11863,"MODEL"
2604,11/4/2014,1/16/2015,2023,0.039,"MODEL"
2608,11/4/2014,1/16/2015,2030,0.0429,"MODEL"
2603,11/4/2014,1/16/2015,2030,0.01877,"MODEL"
2604,11/4/2014,1/16/2015,2032,0.056,"MODEL"
2605,11/4/2014,1/16/2015,2023,0.04875,"MODEL"
2609,11/4/2014,1/16/2015,2024,0.028,"MODEL"
2605,11/4/2014,1/16/2015,2013,0.07508,"MODEL"
2605,11/4/2014,1/16/2015,2022,0.03574,"MODEL"
2606,11/4/2014,1/16/2015,2032,0.035,"MODEL"
2606,11/4/2014,1/16/2015,2023,0.0585,"MODEL"
2607,11/4/2014,1/16/2015,2011,0.17149,"MODEL"
2609,11/4/2014,1/16/2015,2019,0.0585,"MODEL"
2603,11/4/2014,1/16/2015,2023,0.03413,"MODEL"
2607,11/4/2014,1/16/2015,2010,0.04095,"MODEL"
2608,11/4/2014,1/16/2015,2010,0.0468,"MODEL"
2602,11/4/2014,1/16/2015,2011,0.07349,"MODEL"
2603,11/4/2014,1/16/2015,2012,0.04443,"MODEL"
2606,11/4/2014,1/16/2015,2010,0.0351,"MODEL"
2605,11/4/2014,1/16/2015,2025,0.0324,"MODEL"
2603,11/4/2014,1/16/2015,2029,0.03,"MODEL"
2604,11/4/2014,1/16/2015,2017,0.05273,"MODEL"
2602,11/4/2014,1/16/2015,2024,0.1411,"MODEL"
2606,11/4/2014,1/16/2015,2029,0.05,"MODEL"
2605,11/4/2014,1/16/2015,2011,0.1225,"MODEL"
2602,11/4/2014,1/16/2015,2030,0.01609,"MODEL"
2602,11/4/2014,1/16/2015,2019,0.0195,"MODEL"
2608,11/4/2014,1/16/2015,2017,0.10545,"MODEL"
2609,11/4/2014,1/16/2015,2013,0.13514,"MODEL"
2603,11/4/2014,1/16/2015,2024,0.15748,"MODEL"
2609,11/4/2014,1/16/2015,2010,0.05265,"MODEL"
2604,11/4/2014,1/16/2015,2014,0.28074,"MODEL"
2603,11/4/2014,1/16/2015,2011,0.08574,"MODEL"
2604,11/4/2014,1/16/2015,2029,0.04,"MODEL"
2600,11/4/2014,1/16/2015,2014,0.37263,"MODEL"
2603,11/4/2014,1/16/2015,2025,0.08538,"MODEL"
2605,11/4/2014,1/16/2015,2014,0.23198,"MODEL"
2602,11/4/2014,1/16/2015,2014,0.31724,"MODEL"
2606,11/4/2014,1/16/2015,2012,0.07615,"MODEL"
2608,11/4/2014,1/16/2015,2024,0.064,"MODEL"
2600,11/4/2014,1/16/2015,2022,0.01429,"MODEL"
2608,11/4/2014,1/16/2015,2032,0.016,"MODEL"
2604,11/4/2014,1/16/2015,2012,0.05077,"MODEL"
2608,11/4/2014,1/16/2015,2012,0.10153,"MODEL"
2607,11/4/2014,1/16/2015,2023,0.06825,"MODEL"
2600,11/4/2014,1/16/2015,2024,0.142,"MODEL"
2607,11/4/2014,1/16/2015,2025,0.011,"MODEL"
2609,11/4/2014,1/16/2015,2014,0.035,"MODEL"
2600,11/4/2014,1/16/2015,2017,0.02637,"MODEL"
2606,11/4/2014,1/16/2015,2030,0.03218,"MODEL"
2602,11/4/2014,1/16/2015,2029,0.02,"MODEL"
2606,11/4/2014,1/16/2015,2025,0.0135,"MODEL"
2604,11/4/2014,1/16/2015,2019,0.026,"MODEL"
2603,11/4/2014,1/16/2015,2017,0.04614,"MODEL"
2604,11/4/2014,1/16/2015,2025,0.06198,"MODEL"
2608,11/4/2014,1/16/2015,2022,0.0572,"MODEL"
2609,11/4/2014,1/16/2015,2011,0.2205,"MODEL"
2603,11/4/2014,1/16/2015,2022,0.02501,"MODEL"
2607,11/4/2014,1/16/2015,2019,0.0455,"MODEL"
2603,11/4/2014,1/16/2015,2013,0.05255,"MODEL"
2607,11/4/2014,1/16/2015,2032,0.026,"MODEL"
2607,11/4/2014,1/16/2015,2030,0.03754,"MODEL"
2609,11/4/2014,1/16/2015,2012,0.11422,"MODEL"
2607,11/4/2014,1/16/2015,2013,0.10511,"MODEL"
2609,11/4/2014,1/16/2015,2029,0.03,"MODEL"
2606,11/4/2014,1/16/2015,2011,0.14699,"MODEL"
2605,11/4/2014,1/16/2015,2030,0.02681,"MODEL"
